ID,Name,Credit,Category
14332,Park,1718,Travel
14333,Kang,6767,Luxury
14334,Choi,8824,Grocery
14335,David,9554,Bills
14336,Han,7920,Travel
14337,Jack,840,Travel
14338,David,8300,Luxury
14339,Smith,2182,Luxury
14340,Jane,2671,Bills
14341,Han,9299,Grocery
14342,Brown,4469,Luxury
14343,Doe,2000,Luxury
14344,Jack,9173,Entertainment
14345,Jane,6360,Entertainment
14346,Han,1311,Grocery
14347,Brown,5168,Luxury
14348,Kim,1264,Travel
14349,Smith,3269,Travel
14350,Choi,8107,Luxury
14351,Smith,4613,Entertainment
14352,Sarah,7568,Luxury
14353,David,8704,Entertainment
14354,Sarah,3948,Travel
14355,Jerry,2955,Luxury
14356,Kang,7102,Luxury
14357,David,1916,Grocery
14358,Kim,2389,Travel
14359,Jerry,901,Luxury
14360,Doe,7864,Luxury
14361,Jane,590,Bills
14362,Smith,3996,Bills
14363,Jack,9901,Grocery
14364,Choi,2139,Bills
14365,John,3795,Entertainment
14366,Choi,5556,Luxury
14367,Kim,2409,Entertainment
14368,Brown,6781,Grocery
14369,Doe,8465,Luxury
14370,John,7145,Travel
14371,Tom,9630,Luxury
14372,Smith,9061,Entertainment
14373,David,7024,Grocery
14374,Jack,5335,Travel
14375,Jerry,1248,Entertainment
14376,Jane,4050,Grocery
14377,Jack,5809,Luxury
14378,David,5978,Bills
14379,Jung,5537,Entertainment
14380,Kim,8680,Grocery
14381,Brown,3345,Travel
14382,Kang,9841,Grocery
14383,David,2469,Grocery
14384,Smith,3926,Travel
14385,Choi,2629,Luxury
14386,Smith,8567,Travel
14387,Park,6134,Grocery
14388,Han,3571,Entertainment
14389,Jack,5342,Travel
14390,Jane,9429,Luxury
14391,Jung,2279,Travel
14392,Brown,6017,Bills
14393,Smith,89,Grocery
14394,Sarah,5799,Travel
14395,John,2360,Entertainment
14396,Han,3587,Luxury
14397,Tom,6511,Travel
14398,Han,5547,Entertainment
14399,Jerry,1241,Luxury
14400,Smith,664,Bills
14401,Doe,8678,Luxury
14402,Kang,2114,Entertainment
14403,Jane,6637,Luxury
14404,Jack,1044,Travel
14405,John,372,Travel
14406,Han,8338,Grocery
14407,Kim,9576,Bills
14408,Doe,4032,Travel
14409,Jane,8648,Bills
14410,Sarah,916,Grocery
14411,Jane,8241,Travel
14412,John,6675,Grocery
14413,Jane,5308,Travel
14414,Kang,4399,Travel
14415,Smith,9692,Entertainment
14416,Jane,2999,Bills
14417,John,6361,Travel
14418,Jack,4557,Travel
14419,Han,975,Grocery
14420,Park,3191,Travel
14421,Sarah,1885,Entertainment
14422,Jung,4030,Bills
14423,Smith,7555,Luxury
14424,Han,8353,Travel
14425,Sarah,8966,Bills
14426,Brown,8527,Travel
14427,Kim,4410,Travel
14428,Jerry,107,Bills
14429,Kim,2674,Travel
14430,Jerry,2599,Bills
14431,Park,6907,Grocery
14432,Sarah,2153,Grocery
14433,Jane,3802,Travel
14434,Park,2913,Travel
14435,Choi,5749,Entertainment
14436,Park,7471,Grocery
14437,David,83,Luxury
14438,Doe,4761,Bills
14439,Kim,7854,Bills
14440,John,6632,Travel
14441,Han,2852,Bills
14442,Park,1689,Entertainment
14443,Smith,5628,Grocery
14444,Jung,7979,Travel
14445,Jack,288,Entertainment
14446,Tom,5567,Bills
14447,David,4121,Bills
14448,Doe,9246,Grocery
14449,Sarah,7357,Grocery
14450,Kang,8567,Grocery
14451,Han,3994,Luxury
14452,Tom,8867,Travel
14453,Jerry,506,Entertainment
14454,Brown,5958,Luxury
14455,Doe,8208,Entertainment
14456,Jack,1650,Bills
14457,Smith,8862,Grocery
14458,Jung,9691,Travel
14459,John,6378,Bills
14460,Jane,500,Entertainment
14461,Jung,15,Travel
14462,Choi,2931,Luxury
14463,Choi,8352,Travel
14464,Jack,8890,Entertainment
14465,Tom,2447,Luxury
14466,Tom,5654,Travel
14467,Han,7154,Grocery
14468,Tom,6270,Grocery
14469,Jane,8862,Bills
14470,Jack,9612,Entertainment
14471,Park,3772,Grocery
14472,Jung,6782,Luxury
14473,Kang,297,Grocery
14474,Jerry,3229,Grocery
14475,Brown,9847,Grocery
14476,Han,2179,Entertainment
14477,Kim,9454,Bills
14478,Sarah,559,Entertainment
14479,Park,319,Travel
14480,Smith,6023,Grocery
14481,Han,587,Entertainment
14482,Kang,4576,Grocery
14483,Tom,2711,Luxury
14484,Han,1589,Bills
14485,Han,9975,Luxury
14486,Jack,3184,Entertainment
14487,Han,8618,Travel
14488,Park,3749,Bills
14489,Jerry,6281,Luxury
14490,Sarah,1000,Travel
14491,John,2978,Entertainment
14492,Han,1676,Bills
14493,Choi,4351,Travel
14494,Tom,3911,Bills
14495,Doe,4212,Grocery
14496,David,812,Luxury
14497,Sarah,3785,Grocery
14498,Kim,4846,Grocery
14499,John,6775,Grocery
14500,Choi,3610,Luxury
14501,Kang,2250,Bills
14502,Brown,2919,Grocery
14503,David,4346,Grocery
14504,John,8822,Luxury
14505,Jack,447,Grocery
14506,Choi,3718,Grocery
14507,Park,204,Entertainment
14508,Tom,6089,Luxury
14509,Smith,4110,Bills
14510,Kim,54,Bills
14511,Choi,2479,Bills
14512,Sarah,1151,Grocery
14513,David,4054,Bills
14514,Sarah,66,Luxury
14515,Sarah,2297,Luxury
14516,Jane,397,Grocery
14517,Jung,2992,Grocery
14518,Choi,7299,Travel
14519,Jane,8458,Travel
14520,Sarah,1979,Grocery
14521,Jerry,7366,Entertainment
14522,Smith,7560,Travel
14523,Han,1429,Entertainment
14524,Han,5803,Travel
14525,David,8099,Travel
14526,Jack,2481,Luxury
14527,Park,6488,Luxury
14528,John,6151,Bills
14529,Jack,9570,Entertainment
14530,Jung,8820,Grocery
14531,Sarah,6158,Grocery
14532,Jack,1026,Grocery
14533,Smith,4904,Travel
14534,John,343,Luxury
14535,Doe,5510,Travel
14536,Jerry,3668,Entertainment
14537,Kang,9580,Grocery
14538,Brown,981,Luxury
14539,Sarah,615,Entertainment
14540,Sarah,6349,Bills
14541,Jane,3118,Bills
14542,David,8466,Luxury
14543,Choi,3315,Luxury
14544,Choi,5345,Bills
14545,Jane,7904,Bills
14546,David,9241,Entertainment
14547,Jack,3547,Luxury
14548,Jerry,7603,Grocery
14549,Kim,7063,Bills
14550,Smith,9992,Grocery
14551,Smith,9912,Bills
14552,Choi,1832,Luxury
14553,Kim,5355,Grocery
14554,Kim,7637,Entertainment
14555,John,6459,Entertainment
14556,Sarah,616,Entertainment
14557,Sarah,2095,Bills
14558,Choi,1828,Entertainment
14559,Park,116,Bills
14560,Kang,274,Grocery
14561,Tom,1496,Grocery
14562,Jerry,9392,Grocery
14563,Smith,8381,Luxury
14564,David,1276,Grocery
14565,Smith,9222,Luxury
14566,Jerry,2274,Entertainment
14567,Brown,2449,Travel
14568,Brown,4887,Grocery
14569,Jerry,4515,Travel
14570,John,4272,Travel
14571,Jane,2759,Luxury
14572,Jung,7915,Luxury
14573,Jack,3825,Luxury
14574,Kang,6230,Entertainment
14575,Tom,7349,Grocery
14576,Brown,886,Luxury
14577,Han,3323,Bills
14578,Park,8052,Luxury
14579,Brown,8820,Luxury
14580,Jack,728,Travel
14581,Jane,8435,Travel
14582,Smith,1573,Bills
14583,Jack,6585,Luxury
14584,Jung,1546,Entertainment
14585,Brown,8201,Travel
14586,Jerry,1770,Entertainment
14587,Han,880,Entertainment
14588,Smith,1624,Bills
14589,Jack,7115,Entertainment
14590,Jung,4441,Grocery
14591,Tom,7579,Travel
14592,David,138,Bills
14593,Brown,3117,Bills
14594,Jung,7038,Luxury
14595,Smith,7717,Entertainment
14596,Brown,3020,Grocery
14597,Sarah,7809,Grocery
14598,Sarah,918,Grocery
14599,Smith,1715,Luxury
14600,Tom,9405,Entertainment
14601,Kim,2358,Travel
14602,David,3567,Travel
14603,Doe,6960,Grocery
14604,Kim,824,Bills
14605,Choi,8338,Entertainment
14606,David,683,Entertainment
14607,Doe,9883,Entertainment
14608,John,7705,Grocery
14609,Jerry,154,Entertainment
14610,John,8282,Grocery
14611,Han,1563,Bills
14612,Tom,5859,Grocery
14613,David,4203,Bills
14614,Park,1202,Travel
14615,Choi,3211,Bills
14616,David,5159,Travel
14617,Sarah,1659,Entertainment
14618,Han,3332,Grocery
14619,Kang,3709,Bills
14620,Choi,1305,Grocery
14621,Smith,4948,Travel
14622,Park,3216,Travel
14623,Jack,9456,Travel
14624,Tom,6703,Grocery
14625,Jane,9661,Grocery
14626,Kim,1783,Entertainment
14627,Han,8966,Bills
14628,Smith,3562,Grocery
14629,Han,3284,Entertainment
14630,Kang,7317,Grocery
14631,Choi,8552,Bills
14632,Jung,4055,Grocery
14633,Jane,4415,Luxury
14634,Jack,5648,Entertainment
14635,Kim,5146,Bills
14636,Kang,3057,Grocery
14637,Han,748,Bills
14638,Sarah,2256,Bills
14639,Kang,5405,Bills
14640,Jane,5952,Bills
14641,Choi,2519,Luxury
14642,Kim,9660,Travel
14643,Jack,5242,Entertainment
14644,Sarah,9198,Luxury
14645,Kim,8150,Travel
14646,Park,1677,Entertainment
14647,Brown,3454,Travel
14648,Jerry,1900,Bills
14649,Kang,8737,Luxury
14650,Tom,1766,Grocery
14651,Doe,2990,Luxury
14652,Kang,4195,Travel
14653,Han,4131,Entertainment
14654,Jane,7343,Grocery
14655,Choi,2782,Grocery
14656,Brown,2517,Luxury
14657,Doe,8147,Travel
14658,Jung,2174,Bills
14659,Jerry,3218,Entertainment
14660,Tom,5236,Luxury
14661,Doe,3789,Travel
14662,Doe,8697,Travel
14663,Kang,7138,Travel
14664,Jung,1231,Entertainment
14665,Choi,8064,Bills
14666,Doe,5604,Grocery
14667,Tom,8489,Bills
14668,Jane,2738,Grocery
14669,Jack,8095,Grocery
14670,Smith,4351,Travel
14671,Kang,6727,Entertainment
14672,Jung,5644,Luxury
14673,Tom,7849,Entertainment
14674,Tom,7793,Luxury
14675,Jung,4202,Travel
14676,Jerry,9644,Bills
14677,Smith,176,Grocery
14678,Brown,4154,Entertainment
14679,Kim,4800,Entertainment
14680,Kim,7806,Bills
14681,John,1106,Luxury
14682,David,2924,Bills
14683,Sarah,952,Entertainment
14684,David,2928,Luxury
14685,Choi,1701,Entertainment
14686,Han,1206,Entertainment
14687,Sarah,6534,Travel
14688,Brown,8075,Luxury
14689,Brown,880,Grocery
14690,Kang,8556,Grocery
14691,Smith,8947,Entertainment
14692,Choi,8123,Grocery
14693,David,4129,Luxury
14694,Han,3060,Bills
14695,Park,5473,Bills
14696,Jack,8373,Bills
14697,Han,3935,Travel
14698,Kang,922,Entertainment
14699,Park,7720,Bills
14700,Jane,6027,Entertainment
14701,Sarah,9182,Luxury
14702,David,2175,Luxury
14703,Kim,7327,Travel
14704,Tom,123,Luxury
14705,Choi,5532,Entertainment
14706,Doe,9833,Luxury
14707,Sarah,730,Bills
14708,Jane,2103,Grocery
14709,Kang,1947,Grocery
14710,Sarah,820,Bills
14711,Sarah,9967,Grocery
14712,Jack,2191,Luxury
14713,Brown,9976,Luxury
14714,Kim,9340,Travel
14715,David,882,Bills
14716,Jack,9581,Bills
14717,Jack,6764,Entertainment
14718,Kim,4927,Entertainment
14719,Brown,4618,Luxury
14720,David,6130,Grocery
14721,Han,1636,Luxury
14722,Kang,6238,Grocery
14723,Tom,9660,Bills
14724,Kim,9778,Bills
14725,Smith,1935,Travel
14726,Jane,2404,Grocery
14727,Tom,1287,Grocery
14728,David,1267,Entertainment
14729,David,4660,Grocery
14730,Jack,2350,Travel
14731,Jung,797,Bills
14732,Brown,3563,Entertainment
14733,Jung,8871,Bills
14734,Kang,8892,Travel
14735,Doe,7717,Luxury
14736,Brown,7582,Bills
14737,Tom,8616,Luxury
14738,Doe,2099,Luxury
14739,Smith,3906,Luxury
14740,Brown,5317,Bills
14741,Han,6298,Grocery
14742,Doe,2740,Travel
14743,Kim,7048,Bills
14744,David,523,Grocery
14745,Han,3972,Entertainment
14746,Jerry,3131,Travel
14747,Jerry,2027,Grocery
14748,Kang,7129,Luxury
14749,Park,150,Luxury
14750,Han,2451,Bills
14751,Brown,8037,Bills
14752,Park,1399,Bills
14753,Smith,5391,Travel
14754,Jung,2604,Bills
14755,Jane,2314,Bills
14756,Kang,9899,Bills
14757,Doe,4546,Travel
14758,Han,5806,Grocery
14759,David,7187,Travel
14760,Brown,167,Travel
14761,David,6093,Entertainment
14762,Kim,3002,Luxury
14763,Smith,4856,Grocery
14764,Smith,6491,Luxury
14765,Jane,2824,Luxury
14766,David,4802,Travel
14767,John,5017,Bills
14768,Choi,2343,Entertainment
14769,David,3129,Travel
14770,John,895,Grocery
14771,John,875,Grocery
14772,Smith,1607,Travel
14773,John,3917,Bills
14774,Doe,1608,Entertainment
14775,Jung,7082,Grocery
14776,John,8027,Travel
14777,Kim,532,Entertainment
14778,Han,6845,Luxury
14779,Jerry,7749,Travel
14780,Brown,9519,Grocery
14781,Jane,72,Grocery
14782,Kang,3495,Grocery
14783,Jane,990,Travel
14784,David,7046,Bills
14785,Han,7038,Luxury
14786,John,2974,Grocery
14787,Smith,6962,Bills
14788,Kang,5336,Luxury
14789,Jerry,2909,Entertainment
14790,Han,3882,Entertainment
14791,Choi,6238,Luxury
14792,Choi,351,Travel
14793,Jerry,9553,Entertainment
14794,Kim,5870,Grocery
14795,Jack,8625,Luxury
14796,Han,1020,Grocery
14797,Jerry,631,Grocery
14798,Park,3532,Grocery
14799,Smith,2001,Travel
14800,John,5087,Entertainment
14801,Jung,156,Luxury
14802,Park,177,Entertainment
14803,Jane,256,Luxury
14804,Park,7287,Grocery
14805,David,7415,Travel
14806,Jack,1654,Bills
14807,Doe,4140,Luxury
14808,Kim,5274,Entertainment
14809,Brown,4432,Luxury
14810,Doe,4765,Travel
14811,Kang,1834,Luxury
14812,David,2489,Grocery
14813,Kim,7700,Luxury
14814,Choi,9776,Bills
14815,Jane,4880,Luxury
14816,Jerry,8271,Bills
14817,Brown,3855,Travel
14818,Jane,3932,Grocery
14819,Jung,1987,Travel
14820,Tom,9426,Entertainment
14821,Choi,5997,Entertainment
14822,Jane,7107,Luxury
14823,Jane,7175,Travel
14824,Smith,821,Luxury
14825,Kim,4603,Grocery
14826,David,2080,Grocery
14827,Jung,9497,Entertainment
14828,Jane,4398,Grocery
14829,Choi,4725,Grocery
14830,Tom,1064,Grocery
14831,Jack,4652,Travel
14832,Doe,9723,Bills
14833,Jack,4578,Luxury
14834,Sarah,5303,Travel
14835,Han,534,Luxury
14836,Choi,6566,Bills
14837,David,4578,Entertainment
14838,Park,5768,Grocery
14839,Jane,4580,Luxury
14840,Jack,3832,Travel
14841,Jack,7118,Travel
14842,Smith,1865,Bills
14843,Brown,3642,Luxury
14844,John,5849,Grocery
14845,Doe,6093,Travel
14846,Park,3944,Luxury
14847,Doe,7555,Grocery
14848,Jung,205,Luxury
14849,Han,759,Grocery
14850,Sarah,9206,Grocery
14851,Jerry,8394,Bills
14852,Han,1566,Travel
14853,Smith,7972,Luxury
14854,David,5301,Entertainment
14855,David,320,Bills
14856,Han,9756,Grocery
14857,Kim,6541,Bills
14858,Smith,294,Entertainment
14859,Kim,3051,Bills
14860,Smith,1026,Entertainment
14861,Park,6717,Travel
14862,Han,6976,Grocery
14863,John,5477,Entertainment
14864,Tom,3210,Luxury
14865,Han,7269,Entertainment
14866,Jack,2548,Bills
14867,Tom,9795,Grocery
14868,Jack,7256,Luxury
14869,Han,9259,Travel
14870,David,8533,Bills
14871,Choi,2890,Travel
14872,Jung,4478,Entertainment
14873,Kang,9711,Luxury
14874,Sarah,6018,Grocery
14875,Tom,3829,Bills
14876,Kang,6729,Bills
14877,Smith,1142,Travel
14878,John,2524,Entertainment
14879,David,4714,Grocery
14880,John,658,Luxury
14881,Jung,7983,Luxury
14882,Kim,8948,Travel
14883,Tom,2581,Luxury
14884,Han,7949,Travel
14885,Park,9973,Bills
14886,Jack,582,Entertainment
14887,Jane,1231,Grocery
14888,John,9799,Entertainment
14889,Smith,8964,Travel
14890,Jack,3789,Grocery
14891,Kang,7437,Luxury
14892,Kim,7902,Entertainment
14893,Kim,1593,Luxury
14894,Jane,4207,Entertainment
14895,Jack,2214,Entertainment
14896,Han,3808,Grocery
14897,Tom,2412,Entertainment
14898,Smith,6725,Entertainment
14899,Sarah,9968,Entertainment
14900,Jack,8458,Entertainment
14901,Jung,1075,Entertainment
14902,John,9929,Grocery
14903,Kim,7601,Luxury
14904,Doe,3097,Luxury
14905,John,2862,Travel
14906,Doe,8327,Entertainment
14907,Choi,4089,Entertainment
14908,Jung,36,Bills
14909,Han,3177,Luxury
14910,Jack,2210,Bills
14911,Kang,7891,Bills
14912,Choi,4098,Luxury
14913,Doe,8290,Travel
14914,Jack,8176,Bills
14915,Jerry,5396,Grocery
14916,Jack,5554,Entertainment
14917,Han,9784,Grocery
14918,Smith,6801,Grocery
14919,Jung,2944,Bills
14920,Tom,6088,Entertainment
14921,Kang,6207,Travel
14922,Sarah,2563,Bills
14923,Jung,2122,Entertainment
14924,Brown,6941,Entertainment
14925,Kang,1309,Luxury
14926,John,4030,Travel
14927,David,8402,Entertainment
14928,Brown,1209,Grocery
14929,Jack,5403,Luxury
14930,Han,4465,Travel
14931,Kim,5437,Entertainment
14932,Doe,6995,Entertainment
14933,Han,3275,Bills
14934,Jung,9404,Luxury
14935,Han,7782,Travel
14936,Jane,7872,Bills
14937,Kang,9445,Travel
14938,David,7795,Entertainment
14939,John,4036,Travel
14940,Doe,7881,Travel
14941,Jane,7984,Grocery
14942,Tom,4241,Grocery
14943,Han,7035,Bills
14944,John,2591,Grocery
14945,David,6817,Entertainment
14946,Smith,4933,Luxury
14947,Jane,6361,Grocery
14948,Kim,3289,Luxury
14949,Brown,6580,Travel
14950,Han,6460,Grocery
14951,Park,7081,Luxury
14952,Brown,5316,Travel
14953,Jane,4627,Grocery
14954,Choi,6282,Bills
14955,Jerry,1211,Luxury
14956,Jack,7665,Luxury
14957,Doe,4363,Grocery
14958,Jung,4554,Entertainment
14959,Jane,1398,Grocery
14960,Park,4844,Bills
14961,Jung,654,Travel
14962,Jane,4596,Travel
14963,Choi,7776,Entertainment
14964,Smith,2866,Luxury
14965,Sarah,5582,Luxury
14966,Park,6049,Luxury
14967,David,8288,Travel
14968,Smith,6663,Entertainment
14969,Smith,1832,Entertainment
14970,Jane,282,Travel
14971,Jane,8428,Bills
14972,Jack,9077,Travel
14973,Jack,594,Entertainment
14974,John,8510,Grocery
14975,Jung,851,Luxury
14976,Jung,5390,Travel
14977,Jung,4785,Grocery
14978,Jung,2564,Travel
14979,Brown,8704,Bills
14980,Jack,9944,Grocery
14981,Sarah,4032,Grocery
14982,John,6773,Luxury
14983,Kim,9373,Grocery
14984,Jack,1243,Bills
14985,Park,409,Entertainment
14986,Park,4167,Bills
14987,Choi,3827,Bills
14988,Han,3833,Luxury
14989,David,3737,Luxury
14990,Jane,7663,Grocery
14991,John,1229,Grocery
14992,Jung,7880,Entertainment
14993,Brown,812,Bills
14994,Jack,3131,Bills
14995,Kim,1142,Grocery
14996,Smith,5287,Grocery
14997,Kang,3380,Entertainment
14998,Jack,1686,Entertainment
14999,Smith,8840,Grocery
15000,Han,6566,Travel
15001,Brown,7646,Luxury
15002,Han,5289,Luxury
15003,Kim,8538,Entertainment
15004,Jerry,3712,Travel
15005,Kang,434,Luxury
15006,Jung,6213,Bills
15007,Smith,258,Luxury
15008,Park,861,Luxury
15009,Tom,7414,Bills
15010,Jerry,4431,Travel
15011,Kim,4615,Luxury
15012,David,8292,Entertainment
15013,Sarah,9633,Travel
15014,Doe,1763,Travel
15015,Jane,1762,Luxury
15016,John,1109,Travel
15017,Kang,9350,Entertainment
15018,Han,5280,Entertainment
15019,Jung,405,Grocery
15020,John,459,Travel
15021,Jung,2641,Bills
15022,Jane,1116,Bills
15023,Brown,4853,Bills
15024,Han,4364,Travel
15025,Park,2586,Luxury
15026,Kim,9139,Entertainment
15027,Han,3667,Luxury
15028,Smith,9235,Entertainment
15029,John,6036,Travel
15030,Jung,7207,Luxury
15031,Sarah,9684,Bills
15032,Smith,6586,Grocery
15033,Jack,2804,Bills
15034,Park,679,Bills
15035,Jack,6598,Entertainment
15036,Kang,6242,Bills
15037,Doe,4647,Travel
15038,Jack,3345,Grocery
15039,Park,8536,Bills
15040,Kang,4100,Grocery
15041,Sarah,6102,Luxury
15042,Choi,9541,Entertainment
15043,Smith,7536,Bills
15044,Kim,9040,Entertainment
15045,Tom,3494,Luxury
15046,Sarah,4827,Grocery
15047,Jung,481,Bills
15048,Han,161,Travel
15049,Jack,7097,Bills
15050,Jack,9687,Luxury
15051,Jerry,4269,Travel
15052,Park,4144,Entertainment
15053,Park,7904,Luxury
15054,Choi,2966,Grocery
15055,David,1049,Travel
15056,Tom,5872,Luxury
15057,John,693,Entertainment
15058,Jerry,8996,Entertainment
15059,Brown,2446,Travel
15060,Kang,3967,Travel
15061,Doe,5196,Entertainment
15062,Choi,1271,Bills
15063,John,2232,Travel
15064,Kang,6905,Bills
15065,Park,6393,Travel
15066,Han,9176,Grocery
15067,John,7182,Entertainment
15068,Smith,560,Bills
15069,John,2607,Travel
15070,Choi,8045,Bills
15071,Park,5252,Grocery
15072,Kim,3128,Bills
15073,Kang,7112,Grocery
15074,Park,931,Travel
15075,Han,3447,Entertainment
15076,Sarah,307,Travel
15077,Han,5322,Bills
15078,David,7828,Luxury
15079,Tom,1511,Bills
15080,Park,1925,Travel
15081,Jerry,3525,Grocery
15082,Tom,651,Bills
15083,David,4877,Entertainment
15084,Park,4244,Bills
15085,Choi,9520,Entertainment
15086,John,6507,Travel
15087,Sarah,1330,Luxury
15088,Brown,8168,Travel
15089,Brown,5196,Bills
15090,Kim,1004,Entertainment
15091,Jack,2026,Travel
15092,Sarah,4556,Bills
15093,Brown,1761,Grocery
15094,Kim,3247,Travel
15095,Jack,6924,Luxury
15096,Doe,1116,Luxury
15097,Han,3246,Entertainment
15098,Brown,2293,Luxury
15099,Jack,3418,Bills
15100,Kim,9623,Entertainment
15101,Jerry,4206,Bills
15102,Jack,3328,Luxury
15103,Jung,557,Grocery
15104,Tom,1187,Travel
15105,John,4697,Luxury
15106,Brown,6389,Bills
15107,David,5006,Entertainment
15108,Tom,7410,Luxury
15109,Brown,7563,Luxury
15110,Jane,5364,Bills
15111,Jerry,9490,Entertainment
15112,Smith,7617,Travel
15113,Kang,5615,Luxury
15114,Jerry,800,Travel
15115,Jane,1357,Entertainment
15116,Doe,7029,Grocery
15117,Jane,7585,Entertainment
15118,David,2945,Grocery
15119,Kim,2564,Entertainment
15120,Jack,6578,Travel
15121,Jane,4468,Travel
15122,Doe,8863,Travel
15123,Jung,9882,Bills
15124,John,2464,Grocery
15125,David,5682,Entertainment
15126,Smith,795,Luxury
15127,Han,4229,Entertainment
15128,Jung,1862,Entertainment
15129,John,9139,Entertainment
15130,John,1277,Travel
15131,Doe,4245,Grocery
15132,Jerry,2986,Entertainment
15133,Sarah,2290,Travel
15134,Kim,1403,Luxury
15135,Sarah,6021,Grocery
15136,Sarah,4066,Grocery
15137,Smith,8373,Bills
15138,Kim,881,Travel
15139,Jung,392,Entertainment
15140,Choi,7655,Entertainment
15141,Tom,6035,Travel
15142,Doe,7148,Grocery
15143,Jane,1301,Grocery
15144,Kim,3493,Travel
15145,Jack,1303,Entertainment
15146,Jane,7840,Grocery
15147,Jerry,1883,Luxury
15148,Sarah,3174,Entertainment
15149,Jung,6899,Entertainment
15150,Jack,6144,Bills
15151,Sarah,7260,Luxury
15152,Choi,8272,Luxury
15153,Han,1761,Luxury
15154,Kim,7980,Luxury
15155,Doe,2669,Entertainment
15156,Choi,1742,Bills
15157,John,8563,Travel
15158,John,6579,Bills
15159,Kim,5917,Entertainment
15160,Park,6785,Travel
15161,Doe,7295,Travel
15162,Doe,5641,Luxury
15163,Jerry,6330,Travel
15164,Park,5819,Bills
15165,Tom,5789,Travel
15166,Han,1767,Grocery
15167,Jung,3807,Entertainment
15168,Jane,7581,Grocery
15169,Brown,4691,Entertainment
15170,Jerry,9459,Travel
15171,Doe,2986,Grocery
15172,Doe,8993,Bills
15173,Sarah,4746,Grocery
15174,Park,6294,Entertainment
15175,Jack,3976,Travel
15176,Jung,2519,Bills
15177,Jerry,5985,Bills
15178,Choi,9858,Entertainment
15179,David,7954,Entertainment
15180,Kim,8260,Bills
15181,Jane,8184,Bills
15182,Doe,9677,Grocery
15183,Doe,1967,Bills
15184,Jane,8910,Luxury
15185,Jack,4703,Bills
15186,John,2849,Entertainment
15187,Doe,4626,Bills
15188,Choi,8959,Grocery
15189,Jane,8452,Travel
15190,Tom,7997,Travel
15191,Han,1298,Travel
15192,Doe,9898,Entertainment
15193,Brown,5999,Bills
15194,Sarah,4935,Grocery
15195,John,5456,Grocery
15196,David,270,Grocery
15197,Smith,1101,Travel
15198,Tom,4503,Luxury
15199,Park,799,Luxury
15200,Doe,845,Grocery
15201,Jung,7755,Entertainment
15202,Kim,839,Travel
15203,Jerry,4553,Entertainment
15204,David,5282,Travel
15205,Kang,2596,Travel
15206,Han,1487,Entertainment
15207,Jack,7576,Luxury
15208,John,3717,Bills
15209,Kang,7623,Luxury
15210,Sarah,5393,Entertainment
15211,Jane,454,Entertainment
15212,John,3317,Travel
15213,Tom,9449,Entertainment
15214,Tom,3578,Bills
15215,John,5003,Luxury
15216,Brown,8509,Grocery
15217,Jack,470,Entertainment
15218,Jerry,8681,Luxury
15219,Jerry,3376,Luxury
15220,Sarah,1661,Entertainment
15221,Doe,7750,Luxury
15222,Han,2488,Bills
15223,David,7546,Luxury
15224,Doe,5249,Grocery
15225,Brown,4560,Bills
15226,Brown,3159,Entertainment
15227,David,8186,Luxury
15228,Jung,8985,Grocery
15229,John,522,Travel
15230,Tom,7266,Travel
15231,Park,3550,Entertainment
15232,Brown,4925,Bills
15233,Park,3996,Grocery
15234,Kim,4178,Luxury
15235,Doe,8366,Travel
15236,Tom,607,Travel
15237,David,2297,Luxury
15238,Brown,2413,Luxury
15239,Park,8927,Entertainment
15240,Choi,1991,Entertainment
15241,Sarah,7541,Travel
15242,Jack,3898,Luxury
15243,Han,9217,Bills
15244,Brown,8467,Travel
15245,Tom,2239,Bills
15246,John,9216,Luxury
15247,Doe,6608,Luxury
15248,Kang,2705,Entertainment
15249,Jerry,6827,Luxury
15250,Brown,3145,Travel
15251,Kim,4995,Travel
15252,David,6807,Entertainment
15253,Doe,827,Travel
15254,Park,6045,Entertainment
15255,Tom,8964,Entertainment
15256,Kim,5766,Grocery
15257,Park,3388,Entertainment
15258,Park,9287,Entertainment
15259,Han,3235,Luxury
15260,Sarah,8509,Luxury
15261,Jerry,1202,Grocery
15262,Jack,175,Entertainment
15263,Smith,5604,Bills
15264,Kim,158,Bills
15265,Park,3868,Bills
15266,Jerry,3877,Travel
15267,Kim,9578,Grocery
15268,Jack,25,Luxury
15269,Jung,4552,Grocery
15270,Brown,2556,Luxury
15271,Park,6840,Travel
15272,Brown,263,Grocery
15273,Kang,4146,Entertainment
15274,Kim,8732,Grocery
15275,Han,5627,Luxury
15276,Jerry,7154,Luxury
15277,Doe,140,Entertainment
15278,Kang,4968,Travel
15279,Kang,6563,Bills
15280,Kim,657,Luxury
15281,David,2384,Travel
15282,Jung,6638,Entertainment
15283,Smith,8079,Luxury
15284,Choi,1778,Travel
15285,Kim,6348,Luxury
15286,John,9966,Travel
15287,Brown,9168,Bills
15288,Doe,6501,Grocery
15289,Tom,947,Grocery
15290,Choi,916,Luxury
15291,Kang,4377,Grocery
15292,Doe,9874,Grocery
15293,Brown,5457,Entertainment
15294,David,2027,Bills
15295,Sarah,663,Luxury
15296,Kang,6395,Grocery
15297,Jerry,2452,Entertainment
15298,Jung,7697,Entertainment
15299,Jack,6970,Grocery
15300,Jane,7416,Grocery
15301,Park,1055,Grocery
